title;entity;Vikidia;Wikipedia
Los Angeles;LOC;Skyline of Los Angeles Los Angeles is the second-largest city in the United States and the largest city in California. In 2014, the city proper had 3,928,864 people.[1] In 2015, the urban area of Los Angeles, Long Beach, and Santa Ana had 12.31 million people,[2] which makes it the second most populous urban area in;Los Angeles (US: lawss AN-jəl-əss, Spanish: Los Ángeles [los ˈaŋxeles], lit. 'The Angels'), often referred to by its initials L.A., is the most populous city in the U.S. state of California. With roughly 3.9 million residents within the city limits as of 2020, Los Angeles is the second-most populous city in the United States, behind only New York City, it is also the commercial, financial and cultural center of Southern California.
Claude Monet;PER;Claude Monet in 1899  Claude Monet (14 November 1840 – 5 December 1926) was a French Impressionist painter. His best known works are a series of pictures depicting Rouen Cathedral at various times of the day, and several pictures of the water lilies, ponds, and gardens of his home in Giverny, France.;Oscar-Claude Monet (UK: , US: , French: [klod mɔnɛ], 14 November 1840 – 5 December 1926) was a French painter and founder of impressionist painting who is seen as a key precursor to modernism, especially in his attempts to paint
Pig;MISC;The pig is a mammal. This includes the domestic pig and its ancestor, the common boar. Domestic pigs come in lots of different colors, shapes, and sizes. They are usually pink. Many people think that pigs are smelly and dirty but if kept as domestic they will always be clean and fragrant. Pigs need a warm, clean area under a roof to sleep. <h> Scientific denomination and classification The scientific name is Suidae, but they can also be called swine. <h> Behaviour Pigs are very intelligent animals. They can be taught to dance, hunt for truffles, race, pull carts;The pig (Sus domesticus), often called swine (pl.: swine),
Spider;MISC;A variety of spiders Spiders are small animals, looking a bit like insects, of which they are distant relatives. Spiders are easy to recognize from insects by the;Spiders (order Araneae) are air-breathing arthropods that have eight limbs, chelicerae with fangs generally able to inject venom, and spinnerets that
Zoo;O;A Zoo is a place where animals are exhibited for people to watch.;A zoo (short for
British India;LOC;British Indian Empire 1909 Imperial Gazetteer of India British India or British Raj (Raj, Hindi: राज, Urdu: राज, pronunciation: / rɑːdʒ /, literally rule) refers to the British colonial rule in South Asia between 1757 and 1947. The term also refers to the British Empire in India and its subordinate regimes. The empire, now divided into the states of India, Bangladesh and Pakistan, included the British-ruled provinces and the tax havens of the British monarchy. In 18 the whole region was officially called the Indian Empire and passports had to be issued under this name. India;"The provinces of India, earlier presidencies of British India and still earlier, presidency towns, were the administrative divisions of British governance on the Indian subcontinent. Collectively, they have been called British India. In one form or another, they existed between 1612 and 1947, conventionally divided into three historical periods: Between 1612 and 1757 the East India Company set up ""factories"" (trading posts)"
Dutch language;MISC;Dutch is spoken;Dutch (endonym: Nederlands [ˈneːdərlɑnts] ) is a West Germanic language spoken by about 25 million people as a first language and 5 million as a second language. It is the third most widely spoken Germanic language, after its close relatives English and German. Afrikaans is a separate but somewhat mutually intelligible sister language of modern Dutch, and a daughter language of an earlier form of Dutch. It is spoken, to some
Battle of Marathon;LOC;Plain of Marathon The Battle of Marathon was a battle in 490 BC between the Athenian army and the forces of the Persian Empire. It was the culmination of the first Persian;The Battle of Marathon took place in 490 BC during the first Persian invasion of Greece. It was fought between the citizens of
Richard Nixon;MISC;Richard Nixon (January 9, 1913 – April 22, 1994) was the 37th president of the United States. He was president from 20 January 1969 – 9 August 1974. He was the first (and only) president to resign from office. He resigned because his involvement in the Watergate Scandal was revealed. He died on 22 April 1994 (aged 81) from a stroke.;Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th president of the United States, serving from 1969 to 1974. A member of the Republican Party, he previously served as a representative and senator from California and as the 36th vice president from 1953 to 1961 under President Dwight D. Eisenhower. His presidency saw the reduction of U.S. involvement
Stephen of England;PER;Civil war was followed until Matilda was defeated and forced to leave England in 1148. Henry II, son of Matilda, succeeded to him.;Stephen (1092 or 1096 – 25 October 1154), often referred to as Stephen of Blois, was King of England from 22 December 1135 to his death in 1154. He was Count of Boulogne jure uxoris from 1125 until 1147 and Duke of Normandy from 1135 until 1144. His reign was marked by the Anarchy, a civil war with his cousin and rival, the Empress Matilda, whose son, Henry II, succeeded Stephen as the first of the Angevin
Knights of the Round Table;ORG;The Knights of the Round Table were characters in the legends about King Arthur. They were the best knights in King Arthur's kingdom, and lived in King Arthur's castle, Camelot. They were called the Knights of the;The Knights of the Round Table (Welsh: Marchogion y Ford Gron, Cornish: Marghekyon an Moos Krenn, Breton: Marc'hegien an Daol Grenn) are the legendary knights of the fellowship of King Arthur that first appeared in the Matter of Britain literature in the mid-12th century. The Knights are an order dedicated to ensuring
Samurai;LOC;"Japanese samurai in armour, in the 1860s. The samurai (or bushi) were Japanese warriors. The word samurai comes from the Japanese Verbsaburai, which means to serve (someone). In the past, there were many different Classes of people in Japan. ""Samurai"" were members of the important MilitaryClass before Japanese society changed in 1868. During the chaotic Era of Warring States (sengoku jidai, 1467-1573), Japan was made up of dozens of independent states which were constantly fighting each other. This is why the";Samurai (侍、さむらい) were the hereditary military nobility and officer caste of medieval and early-modern
